IDX,발화자,발화문,인텐트,상담번호,상담내순번
664943,s,번거로우시더라도 불량 상품 폐기 부탁드리며 금일 1장의 새 상품 준비 후 재출고 접수해드리겠습니다.,교환|반품|환불_방법_질문,270071,2
664944,c,사진도 다 찍어놨고 원하시면 사진 발송하겠습니다. 교환신청 접수는 했는데 새 물건 보내실 때 회수해 가시면 안 되나요?,교환|반품|환불_방법_질문,189448,1
664945,s,오늘 새로운 제품으로 발송드리도록 하겠습니다. 동시에 회수 신청도 하겠습니다.,교환|반품|환불_방법_질문,189448,2
664946,c,잘못 구매했어요 환불하려면 어떻게 하죠?,교환|반품|환불_방법_질문,104828,1
664947,s,제품 수령 후 개봉 안 하셨을 경우에 반품 가능합니다.,교환|반품|환불_방법_질문,104828,2
664948,c,헐종일 기다렸는데 전화도 안주시 고문 앞에 그냥 두고 가셨네요 브라켓 취소를 기사님 편으로 보내기로 했는데 어떻게 처리하면 되나요?,교환|반품|환불_방법_질문,225398,1
664949,s,브라켓 반품 진행은 회수 예약이 접수되어 재방문 드려 회수할 예정이에요.,교환|반품|환불_방법_질문,225398,2
664950,c,친구한테 안마기 선물 받았는데 구매자 본인이 아니어도 교환 되나요?,교환|반품|환불_방법_질문,59234,1
664951,s,교환은 영수증만 갖고 계시면 가능합니다.,교환|반품|환불_방법_질문,59234,2
664952,c,"폰 기종은 갤럭시S6 이고 되게 할 방법이 없는 건지, 교환을 해야 하는 건 지 반품을 해야 하는 건지 전화를 해도 금요일인데 영업일이 아니라 하고 어떻게 해야 하나요?",교환|반품|환불_방법_질문,392458,1
664953,s,문의하신 내용 증상은 정말 처음이네요. 제품 교환신청 부탁드립니다.,교환|반품|환불_방법_질문,392458,2
664954,c,교환이 불가능한 경우가 있어요?,교환|반품|환불_방법_질문,1958,1
664955,c,고객님의 책임 있는 사유로 상품이 훼손된 경우는 교환이 불가합니다.,교환|반품|환불_방법_질문,1958,2
664956,c,"아이폰 통신사 개통하고 나서 7일이 안 지났는데, 반품이 가능한 거죠?",교환|반품|환불_방법_질문,63705,1
664957,s,죄송하지만 통신사 개통을 하기 전에만 반품이 가능합니다.,교환|반품|환불_방법_질문,63705,2
664958,c,작압장에서 사용하려 했는데 너무 작아서 사용을 못하네요혹가정용선풍기 판매하시면 교환이 가능한가요?,교환|반품|환불_방법_질문,311880,1
664959,s,죄송합니다수수료 문제나 너무 복잡하여 그렇게는 안 됩니다.,교환|반품|환불_방법_질문,311880,2
664960,c,상품 1개 불량으로 교환신청했어요 제가 직접 택배 보내야 하나요?,교환|반품|환불_방법_질문,155734,1
664961,s,교환 접수시 우체국 택배회수 접수해 드립니다. 안 되는 제품 구성품 간단히 포장하여 회수하시는 집배원님 방문시 전달 바랍니다.,교환|반품|환불_방법_질문,155734,2
664962,c,단순변심으로 안마기를 환불할 수 있나요?,교환|반품|환불_방법_질문,81523,1
664963,s,네. 영수증을 지참하고 방문하면 가능합니다.,교환|반품|환불_방법_질문,81523,2
664964,c,토스터기 반품 신청했는데 환불은 자동으로 되나요?,교환|반품|환불_방법_질문,45891,1
664965,c,"네, 환불은 3~4일 소요됩니다.",교환|반품|환불_방법_질문,45891,2
664966,c,방금 주문한 냉장고가 부엌 크기에 비해 너무 커서 그러는데 주문한거 취소되나요?,교환|반품|환불_방법_질문,70331,1
664967,s,매장으로 직접 오셔서 결제 취소하셔야 합니다.,교환|반품|환불_방법_질문,70331,2
664968,c,배송 왔는데 결제에는 배송 준비 중이어서 환불 처리 진행해주신 거 같은데 상품은 어떻게 되는 거죠 택배기사님이 수거하러 오시나요?,교환|반품|환불_방법_질문,196504,1
664969,s,번거로우시겠지만 해당 건 회수 접수 부탁드립니다.,교환|반품|환불_방법_질문,196504,2
664970,c,전 원켜면 발생하구요 게임 소리가 나도 그 잡음이 베이스로 깔려 있어요수원에 거주 중인데 직접 본사로 가면 고쳐주던 지 교환해주던 지 하나요?,교환|반품|환불_방법_질문,228215,1
664971,s,본사에 방문해 주시면 직접 청음하 실 수 있으며 교환 등 가능하십니다. 차후 추가적으로 문의사항이 생기시면 상품Q A에 접수해주세요.,교환|반품|환불_방법_질문,228215,2
664972,c,환불 처리를 어디서 하나요?,교환|반품|환불_방법_질문,391121,1
664973,s,처리도와 드렸습니다.,교환|반품|환불_방법_질문,391121,2
664974,c,반품 보낸 지 3일째 아직 확인 안 된 것인가요 아니면 교환을 해서 보내주신 건가요?,교환|반품|환불_방법_질문,323123,1
664975,s,입고 되는 대로 확인하여 처리하여드리겠습니다. 문의 해주셔서 감사합니다.,교환|반품|환불_방법_질문,323123,2
664976,c,추가 상품이 안 되요 F6.로 이체 HX G200 를 사고 추가 상품으로 받은 오천원짜리 스피커가 소리가 안 들려요 여태가 지 HX G200 하나만 쓰다가 이제야 사용해봤는데 안에서 덜렁거리는 소리가 들리고 작동은 안 하네요구매한지 한 달이 넘었는데 교환할려면 어떻게 해야 하나요?,교환|반품|환불_방법_질문,232560,1
664977,s,구매하신 산상품 뒷면박스에 고객센터 번호 있습니다 7일 경과건이기 때 문제조사로 문의하여 교환받으시면 됩니다.,교환|반품|환불_방법_질문,232560,2
664978,c,맞교환하는 것처럼 목요일에 받을 수 있게 미리 보내주실 수는 없나요?,교환|반품|환불_방법_질문,323353,1
664979,s,목요일날 회수 부탁드리겠습니다. 저희가 맞교환은 절차상 진행이 되고 있지 못한 점 양해 부탁드리며 제품 입고되면 꼼꼼히 확인하여 좋은 상품으로 보내드리겠습니다.,교환|반품|환불_방법_질문,323353,2
664980,c,사이즈가 잘못 온 것 같아 요슈퍼 싱글이라 시켰는데 가로가 95센티밖에 안 돼 요 상품 설명에는 105로 보았는데 어떻게 해야 해요?,교환|반품|환불_방법_질문,406854,1
664981,s,슈퍼싱글은 105센티에서 초음파 박음질로 인한 수축 현상으로 5센티 정도 오차범위가 있습니다.,교환|반품|환불_방법_질문,406854,2
664982,c,교환신청했는데 택배사님이 수거하러 오신다고 연락이 없어서요 직접 택배 접수해서 발송해야 하나요?,교환|반품|환불_방법_질문,283280,1
664983,s,문의건 정확하게 확인되지 않습니다. 어떤 제품을 말씀하시는 건 지 정확히 말씀 부탁드립니다.,교환|반품|환불_방법_질문,283280,2
664984,c,아이폰 통신사 개통했는데 아직 7일이 안 지났으니 반품 가능한거 맞죠?,교환|반품|환불_방법_질문,7113,1
664985,c,아니오. 통신사 개통 이전에만 반품이 가능합니다.,교환|반품|환불_방법_질문,7113,2
664986,c,교환상품 보내야 되나요?,교환|반품|환불_방법_질문,387905,1
664987,s,구매 내역에서 반품 및 교환신청해주시면 회수기사님이 방문하십니다. 아무 상자에 제품과 사유가 적힌 메모지 동봉해 주셔서 보내주시면 업체로 입고되는 대로 확인 후 신속한 처리도와 드리겠습니다.,교환|반품|환불_방법_질문,387905,2
664988,c,공기청정기가 집에 와서 작동시켜보니 불량인 것 같아 교환신청을 하고 싶어요.,교환|반품|환불_방법_질문,2400,1
664989,c,죄송합니다. 공기청정기 바로 교환처리 해드리겠습니다.,교환|반품|환불_방법_질문,2400,2
664990,c,검은색 흰색 왔는데 흰색이 불량이예요 연결해도 안 들려요 어떻게 교환해요?,교환|반품|환불_방법_질문,350518,1
664991,s,네 구매 사이트에서 교환 요청하시면 되십니다.,교환|반품|환불_방법_질문,350518,2
664992,c,검은색이랑 파랑색 토너 반품하고 싶어요. 어떻게 해야 하나요?,교환|반품|환불_방법_질문,166944,1
664993,s,한진택배로 저희가 직접 회수 신청 후 회수 후 환불 처리해드리겟습니다 토너가 파손되지 않게 잘 포장해주신 후기사님이 찾아오시면 주시기만 하시면 됩니다.,교환|반품|환불_방법_질문,166944,2
664994,c,제가 직접 보내야 할까요?,교환|반품|환불_방법_질문,277712,1
664995,s,보내지 마시고 교환 철회해 주세요 저희가 제품을 받지 않고 바로 발송하겠습니다.,교환|반품|환불_방법_질문,277712,2
664996,c,아니 2주 동안 환불 진행을 하고 잇는 데 상품하자 건을 보내놓고 지금 반품 배송비를 신청하는 건 무슨 경우에요?,교환|반품|환불_방법_질문,365200,1
664997,s,택배사에서 회수가 늦어져서 많이 기다려주신 건 저희도 알고 있지만 상품이 입고되었는데 똑딱이 가 딱 소리가 나며 잘 닫혀서 힘을 가해 열지 않으면 열리지가 않습니다.,교환|반품|환불_방법_질문,365200,2
664998,c,판매자님 반품 보낼려고 신청 햇는데 아무래 두 더 늦어질 듯 싶어 맞교환되죠?,교환|반품|환불_방법_질문,246492,1
664999,s,말씀대로 배송 시 문제가 생겨 상태가 엄망이겠지만 죄송하지만 절차상 일단 저희 쪽으로 입고하여 제품을 확인을 해봐야 해서요.,교환|반품|환불_방법_질문,246492,2
665000,c,믹서기 2개를 샀는데 1개만 개별 교환 가능할까요?,교환|반품|환불_방법_질문,18089,1
665001,c,"네, 믹서기 1개 개별 교환해드리겠습니다.",교환|반품|환불_방법_질문,18089,2
665002,c,반품 신청한 면도기에 대한 환불은 어떻게 되죠?,교환|반품|환불_방법_질문,80631,1
665003,s,구매하신 결제수단을 통해 자동으로 환불됩니다.,교환|반품|환불_방법_질문,80631,2
665004,c,오늘 받았는데 딸아이핸드폰이 A10 E더라구요 교환신청 어떻게 해야 하나요?,교환|반품|환불_방법_질문,256478,1
665005,s,주문 내역에서 교환신청해주시면 됩니다.,교환|반품|환불_방법_질문,256478,2
665006,c,교환신청하면 바로 보내주시나요?,교환|반품|환불_방법_질문,322349,1
665007,s,문의 주신 상품은 교환시 회수되면 말씀해 주신 부분 확인 후 교환 가능하십니다.,교환|반품|환불_방법_질문,322349,2
665008,c,쇼핑몰에서만 환불 신청이 가능해요?,교환|반품|환불_방법_질문,80407,1
665009,s,고객센터에서도 환불 접수가 가능해요.,교환|반품|환불_방법_질문,80407,2
665010,c,오븐 작동할 때 소리가 나는데 이거 환불되는 부분이죠?,교환|반품|환불_방법_질문,37102,1
665011,c,"아니요, 작동시 소리가 나는 것은 환불이 불가능합니다.",교환|반품|환불_방법_질문,37102,2
665012,c,기기변경했는데 기기변경했는데 쓰던 기기는 어디로 발송하나요?,교환|반품|환불_방법_질문,259077,1
665013,s,동봉해드린 메모지 하단 참조해 주세요.,교환|반품|환불_방법_질문,259077,2
665014,c,건전지 덮개가 안 닫혀 요담주 수요일까지 리모콘만 맞교환 가능할까요?,교환|반품|환불_방법_질문,417590,1
665015,s,배터리 뚜껑을 뒤집어보세요 그러면 뚜껑 뒤에 양쪽으로 두 군데 연결되는 부분이 눌려 있을 거에요.,교환|반품|환불_방법_질문,417590,2
665016,c,어제 말씀드린 휴대폰 반품 언제 수거해 가요?,교환|반품|환불_방법_질문,10711,1
665017,c,내일 수거해 갈 예정입니다.,교환|반품|환불_방법_질문,10711,2
665018,c,사용 전인데 반품하려면 어찌해야 하나요?,교환|반품|환불_방법_질문,166563,1
665019,s,사용 전 이시라면 반품 가능하시며 받아보셨던 주소지로 택배 수거접수 진행하겠습니다.,교환|반품|환불_방법_질문,166563,2
665020,c,대한통운 기사님이 언제 방문하는지요?,교환|반품|환불_방법_질문,223186,1
665021,s,현주소 수거하러 갑니다 조금만 기다려주십시요.,교환|반품|환불_방법_질문,223186,2
665022,c,어제 구매한 카메라 핀 안 맞는데 교환 돼요?,교환|반품|환불_방법_질문,60154,1
665023,s,교환은 불가능하지만 핀 조절은 도와드릴 수 있어요.,교환|반품|환불_방법_질문,60154,2
665024,c,이번에 구매한 밥솥으로 밥 지을 때마다 밥이 누렇게 되는데 환불 될까요?,교환|반품|환불_방법_질문,60006,1
665025,s,해당 제품 불량인 걸로 확인되면 교환이나 환불 절차 진행해드릴 수 있어요.,교환|반품|환불_방법_질문,60006,2
665026,c,선풍기 날개 회전이 잘 안되는데 교환 되죠?,교환|반품|환불_방법_질문,67421,1
665027,s,"네, 새 제품으로 교환 가능합니다.",교환|반품|환불_방법_질문,67421,2
665028,c,지난주에 산 밥솥 음성도 나오다 말다 하고 밥 상태도 이상한데 교환 가능한가요?,교환|반품|환불_방법_질문,35202,1
665029,c,불량 확인되면 교환 가능하세요.,교환|반품|환불_방법_질문,35202,2
665030,c,불량품 받아서. 다시 발송해주시나요?,교환|반품|환불_방법_질문,168643,1
665031,s,저번주 금요일인 23일에 발송하고 문자로 송장번호 안내해드렸습니다. 아마도 문자 전송이 실패한 것 같아 다시 발송해 드리겠습니다.,교환|반품|환불_방법_질문,168643,2
665032,c,"주문 내역에서 교환신청해달라고 답변 주셨는데, 구매 확정을 해버려서 교환신청이 없네요 0 어떻게 해야 하나요?",교환|반품|환불_방법_질문,277870,1
665033,s,우체국 택배회수 접수해 드리겠습니다. 간단히 구성품 모장하여 회수하시는 집배원님께 전달 바랍니다.,교환|반품|환불_방법_질문,277870,2
665034,c,카메라 본품 개봉했으면 환불 안되나요?,교환|반품|환불_방법_질문,4790,1
665035,c,"아니요, 개봉과 상관없이 환불 가능합니다.",교환|반품|환불_방법_질문,4790,2
665036,c,어제 집하되고 반품하려 했는데 집까지 배송되었네요 택배 배달하시는 분에게 다시 드리려고 했지만 송장이 안나왓다고 해서 못 보냈습니다. 송장은 언제나오고 나오면 택배 배달하시는 분이 와서 가져가시는 건가요?,교환|반품|환불_방법_질문,192323,1
665037,s,금일반 품수거접수 시 1 - 2일 이내 기사님 방문하십니다만 현재 명절 물량 증가로 인해 정확한 기사님 방문 예정일을 확인하기가 어렵습니다.,교환|반품|환불_방법_질문,192323,2
665038,c,다른 TV는 안 그러는데 이상하네요 리모콘 교체나 다른 방법으로 해결할 수 없나요?,교환|반품|환불_방법_질문,223787,1
665039,s,동축 케이블로 TV 시청 시 디지털 신호를 잡아 출력되어 다른 방법으로 해결이 불가합니다.,교환|반품|환불_방법_질문,223787,2
665040,c,구입한 지 일주일 지났는데 반품이 되나요?,교환|반품|환불_방법_질문,1956,1
665041,c,죄송하지만 반품은 7일 이내로 신청해 주셔야 합니다.,교환|반품|환불_방법_질문,1956,2
665042,c,제가 따로 택배회사 안 불러도 되는 거죠?,교환|반품|환불_방법_질문,318328,1
665043,s,교환 접수 시 따로 택배 접수는 하지 않으셔도 되십니다. 신속한 교환 진행이 될 수 있도록 하겠습니다.,교환|반품|환불_방법_질문,318328,2
665044,c,건조기 돌릴 때 소음이 너무 심한데 교환 가능해요?,교환|반품|환불_방법_질문,24719,1
665045,c,확인 후 교환 가능하세요.,교환|반품|환불_방법_질문,24719,2
665046,c,"냉장고 반품하려면, 제가 직접 가지고 가야 하나요?",교환|반품|환불_방법_질문,362,1
665047,c,"택배로도 가능하나, 택배비가 부과됩니다.",교환|반품|환불_방법_질문,362,2
665048,c,이 제품 도착하는 날 저녁에 설치했더니 불량으로 의심되는 제품이 와서 전화를 했더니 내가 개봉한 제품이니 내가 불량 판정을 받아야 한다는 판매자의 답변에 엡손 서비스센터에 갖다 줬더니 연락도 없는데 이럴 때는 어디랑 이야기하는 게 맞는가요?,교환|반품|환불_방법_질문,241034,1
665049,s,불량 판정은 판매자 구매자가 아닌 엡손 서비스센터 엔지니어만이 내릴 수 있는 권한입니다.,교환|반품|환불_방법_질문,241034,2
665050,c,교환신청 교환신청을 할려고 하는데 택배는 어디택배를 이용해야 하나요?,교환|반품|환불_방법_질문,107934,1
665051,s,택배는 CJ택배를 이용하고 잇습니다.,교환|반품|환불_방법_질문,107934,2
665052,c,어제 사진까지 찍어서 교환신청했는데 물건을 제가 직접 보내야 하나요?,교환|반품|환불_방법_질문,313824,1
665053,s,접수해주신 교환요청으로 제품 파손이 확인되어 교환 처리도와 드리겠습니다.,교환|반품|환불_방법_질문,313824,2
665054,c,교환 하나요?,교환|반품|환불_방법_질문,350894,1
665055,s,간혹 배터리의 앞뒷면 이거꾸로 끼워져 있을 수 있어 앞뒷면 교체와 새 배터리로 교환 후 테스트를 부탁드리고 있습니다.,교환|반품|환불_방법_질문,350894,2
665056,c,교환교환 신청을 했더니 자동으로 씨제이택배 아저씨가 수거 방문하신다네여 그럼 된 건가요?,교환|반품|환불_방법_질문,224369,1
665057,s,네 금 일 제품 발송했습니다 내일이나 월요일쯤 받으실 수 있을 겁니다.,교환|반품|환불_방법_질문,224369,2
665058,c,지문인식된다고 해서 부착했는데 24시간 지나고도 인식이 되지 않습니다. 환불 신청 어떻게 해야 하나요?,교환|반품|환불_방법_질문,348409,1
665059,s,해당 제품의 경우 상세 페이지에 안내가 되었듯 지문 원형 필름에 기포가 없도록 부착해 주셔야 하고 부착 후 24시간 경과 후 민감도 설정과 지문재설정해주셔야 합니다.,교환|반품|환불_방법_질문,348409,2
665060,c,교환 접수하면 새 제품은 알아서 집으로 배달오나요?,교환|반품|환불_방법_질문,16967,1
665061,c,"네, 새 제품을 자택까지 배달해 드립니다.",교환|반품|환불_방법_질문,16967,2
665062,c,모르고 XS1 개는 붙이다가 알았는데 교환해야 하나요?,교환|반품|환불_방법_질문,367128,1
665063,s,불량 상품 수거 없이 재발송하겠으며 교환신청 철회 부탁드리겠습니다.,교환|반품|환불_방법_질문,367128,2
665064,c,박스는 폐기해버렸는데 다른 박스 포장도 가능한가요?,교환|반품|환불_방법_질문,319231,1
665065,s,네 알겠습니다. 불편드려 죄송하며 본래 상자가 없으실 경우 아무 상자라도 포장부탁드리며 반송물품 입고되면 교환 처리로 도움 드리겠습니다.,교환|반품|환불_방법_질문,319231,2
665066,c,03번 S8 +풀 커버라는 데 죄우1MM 씩 모자르는 데 이게 풀 커버인가요?,교환|반품|환불_방법_질문,391056,1
665067,s,구매 내역에서 반품 및 교환신청해주시면 회수기사님이 방문하십니다. 아무 상자에 제품과 사유가 적힌 메모지 동봉해 주셔서 보내주시면 업체로 입고되는 대로 확인 후 신속한 처리도와 드리겠습니다.,교환|반품|환불_방법_질문,391056,2
665068,c,방금 산 터치펜이 필요 없어졌는데 환불 할 수 있을까요?,교환|반품|환불_방법_질문,10514,1
665069,c,네. 영수증과 제품을 주시면 도와드리겠습니다.,교환|반품|환불_방법_질문,10514,2
665070,c,몇 시간 도안 는데 작동이 안 되네요 교환 가능하죠?,교환|반품|환불_방법_질문,326191,1
665071,s,교환 접수로 확인되시며 CJ대한통운으로 회수 접수하였습니다. 영업일 2일 이내 회수 방문 하실 겁니다.,교환|반품|환불_방법_질문,326191,2
665072,c,토너 맞교환 어떻게 하는 건가요?,교환|반품|환불_방법_질문,177203,1
665073,s,맞교환 조건으로 구매해 주시면 저희 쪽에서 댁으로 회수기사님 방문하시게끔 신청해 드리는데요.,교환|반품|환불_방법_질문,177203,2
665074,c,조절기가 꺼짐에 놓아도 전원이 꺼지지 않습니다. 교체 부탁드리는데 택배 어떻게 해서 보낼까요?,교환|반품|환불_방법_질문,321814,1
665075,s,해당 건조절기만 교환 받아 보셔야 할 거 같습니다. 조절기만 따로 포장하여 택배기사님께 전달부탁드립니다. 고객님이 받을 새 조절기는 금일 출고되오니 이점 참고 부탁드립니다.,교환|반품|환불_방법_질문,321814,2
665076,c,삼각대 블랙으로 구매했는데 핑크 색상이 와서 교환요청하는데 택배기사님이 직접 가지러 오시나요?,교환|반품|환불_방법_질문,207844,1
665077,s,교환신청하시면 기사님 자동수거 신청되십니다.,교환|반품|환불_방법_질문,207844,2
665078,c,제품 슬우체국 착불 발송하면 되나요?,교환|반품|환불_방법_질문,317244,1
665079,s,금일화이트 실버 1개 교환 발송과 회수 접수해드리겠습니다. 내일 이후 기사님 방문시 하자 상품만 잘 포장하셔서 전달부탁드립니다.,교환|반품|환불_방법_질문,317244,2
665080,c,고속충전기 포트가 2개뿐이라서 사용이 힘들 것 같은데 환불이 될까요?,교환|반품|환불_방법_질문,56116,1
665081,c,"네, 영수증 확인 후 환불을 해드릴게요.",교환|반품|환불_방법_질문,56116,2
665082,c,환불 신청 누르면 되나요?,교환|반품|환불_방법_질문,393589,1
665083,s,문의 주셔서 진심으로 감사드립니다 12시 25분 경 주문해주신 상품은 현재 택배기사님께 이관되어 택배사 입고 대기 중에 있습니다.,교환|반품|환불_방법_질문,393589,2
665084,c,모니터 구매한지 일주일 지났으면 환불 안 되는 건가요?,교환|반품|환불_방법_질문,12816,1
665085,c,"네, 모니터 구입 후 일주일 지나면 환불 안됩니다.",교환|반품|환불_방법_질문,12816,2
665086,c,선택 13번의자와 선택 11번 마사지기를 함께 사려고 합니다. 혹시 구입 후 시원하게 느끼지 못하면 환불 가능할까요?,교환|반품|환불_방법_질문,352219,1
665087,s,마사지기의 시원함의 차이는 고객님들마다 개인차가 크기 때문에  시원하지 않아 반품 요청 시엔 변심 반품으로 처리하고 있는 점 참고 부탁드립니다.,교환|반품|환불_방법_질문,352219,2
665088,c,신랑이 꽂아보고 제가 꽂아봐도 맞지가 않네요 불량 교환 신청해주세요 택배기사분 보내주시나요?,교환|반품|환불_방법_질문,169909,1
665089,s,제품 출하 전 충전기 작동 여부를 먼저 확인하고 내보고 있습니다.,교환|반품|환불_방법_질문,169909,2
665090,c,분쇄기 구매했는데 야채가 잘 다져지지 않는데 환불 가능한가요?,교환|반품|환불_방법_질문,41792,1
665091,c,네. 분쇄기 다른 제품으로 환불해드릴게요.,교환|반품|환불_방법_질문,41792,2
665092,c,C핀 레드 0.5미터 주문했는데 아이폰용 이 왔네요 교환은 어떻게 하죠?,교환|반품|환불_방법_질문,273082,1
665093,s,해당 제품 금일 재발송해 드리며 오배송된 제품은 저희가 수거 진행하도록 하겠습니다.,교환|반품|환불_방법_질문,273082,2
665094,c,방법이 있나요?,교환|반품|환불_방법_질문,260953,1
665095,s,네 연결된 기기마다 조금씩 미러링되는 부분이 다른 부분이시며 갤탭 10.1의 경우에서는 ALLSHARE로 작동이 되시는 부분으로 아마 TV에서 만 동영상 재생이 되실 겁니다.만약 이런 부분으로 사용이 힘드신 부분이시면 제품 반품 처리로 도와드리도록 하겠습니다.,교환|반품|환불_방법_질문,260953,2
665096,c,교환은 고객센터에서 해주시나요?,교환|반품|환불_방법_질문,36695,1
665097,c,"네, 교환은 고객센터에서 해드립니다.",교환|반품|환불_방법_질문,36695,2
665098,c,까 피스 두 개만 풀면 교체될 거 같은데 받침대만 하나 보내주시면 안 될까요?,교환|반품|환불_방법_질문,225103,1
665099,s,저희가 제작하는 게 아니다보니 부분교환은 어렵습니다 교환 접수해 주시면세 재품으로 교환 가능하십니다.,교환|반품|환불_방법_질문,225103,2
665100,c,저번에 고장 문의 드렸을 때 8월 말에 교환된다고 하셨는데 제가 판매자님 쪽으로 상품을 보내야 하나요?,교환|반품|환불_방법_질문,225137,1
665101,s,지금은 교환 가능하십니다.,교환|반품|환불_방법_질문,225137,2
665102,c,어떻게 방법이 없는지요?,교환|반품|환불_방법_질문,276093,1
665103,s,편지봉투 그대로 우표 한 장동봉하시고 교환하실 내용 적어주신 다음 반송함에 넣어서 저희 쪽에 반송해 주시면 됩니다.,교환|반품|환불_방법_질문,276093,2
665104,c,4:3으로 교환하려고 하는데 반품했다가 교환하라고 해서 다시 문의 드립니다. 삼각대는 그냥 쓸 건데 이것도 함께 반품하고 전부 재구매해야 하나요?,교환|반품|환불_방법_질문,141532,1
665105,s,간단한 처리 방법으로는 전체 상품 반품 전체 상품 재구매하시는 방법이 가장 깔끔합니다.,교환|반품|환불_방법_질문,141532,2
665106,c,안 그래도 군부대에 있어서 급했는데 아진짜 교환을 어떻게 해야 할지도 모르겠고 제가 다시 돈 주고 주문해야 하는 건가요?,교환|반품|환불_방법_질문,370098,1
665107,s,불량인 상품이 있으시다면  구매해주신 사이트로 교환  반품 요청을 해주시기 바랍니다.,교환|반품|환불_방법_질문,370098,2
665108,c,화면 불량으로 반품 처리했는데 반품 보류라고 뜨네요 어디로 사진 보내드리면 되죠?,교환|반품|환불_방법_질문,238190,1
665109,s,불량 판정서를 받아 오셔야 합니다 일반 사진으로는 증명하기가 어렵습니다.,교환|반품|환불_방법_질문,238190,2
665110,c,어디로 택배 보내면 될까요?,교환|반품|환불_방법_질문,272328,1
665111,s,교환 접수해드릴 텐데 받으셨을 때처럼 포장만 잘해주시면 저희 택배기사님께서 내일 방문 수거하러 가실 예정이십니다.,교환|반품|환불_방법_질문,272328,2
665112,c,불량인 거 같아 교환받고 싶은데다시 포장해서 교환신청하면 되는 건가요?,교환|반품|환불_방법_질문,231845,1
665113,s,문의 제품 프린트 스크린키는 없는 제품입니다 왔던 대로 제품 포장하여 가지고 계시면 평일 2일 내 택배기사 내방하여 수거합니다.,교환|반품|환불_방법_질문,231845,2
665114,c,교환 번거로워요 포장 뜯고 혹시 기계 이상이면 수리 아니고 새 제품 교환되는 거죠?,교환|반품|환불_방법_질문,394599,1
665115,s,본사는 삼성에서 미개봉 새 상품을 받아 고객님께 그대로 발송드리고 있습니다.,교환|반품|환불_방법_질문,394599,2
665116,c,"오늘 맞교환 토너 배송 받았는데요, 폐토너는 가져가지 않으셨는데 나중에 택배기사님이 따로 오시는 건가요?",교환|반품|환불_방법_질문,360968,1
665117,s,네 상품 먼저 발송되고 2 - 3일 뒤에 기사님께서 다시 반품 수거로 회수해 가십니다.,교환|반품|환불_방법_질문,360968,2
665118,c,아이패드 반품 도와주시겠어요?,교환|반품|환불_방법_질문,64363,1
665119,s,공식홈에서 신청해주세요.,교환|반품|환불_방법_질문,64363,2
665120,c,직접 배송이라고 되어 있는데 택배서에서 수거 안 하시나요?,교환|반품|환불_방법_질문,148268,1
665121,s,수령자 분께 우체국 택배로 잘 포장반송 및 회수확인 후 조치해 드리겠다고 안내해드렸습니다.,교환|반품|환불_방법_질문,148268,2
665122,c,이 충전기 쓰다가 고장나면 30일 이내에는 반품 가능한 거 맞죠?,교환|반품|환불_방법_질문,24958,1
665123,c,"네, 구매 후 30일 이내에 문제 발생 시 교환 및 반품 가능합니다.",교환|반품|환불_방법_질문,24958,2
665124,c,반품하려면 어떻게 해야 해요?,교환|반품|환불_방법_질문,117276,1
665125,s,네 제품 미개봉이시라면 반품 신청 넣어주시면 됩니다.,교환|반품|환불_방법_질문,117276,2
665126,c,중고 제품 환불 받으려면 여기에 말하면 되나요?,교환|반품|환불_방법_질문,24631,1
665127,c,네 여기에 말씀해주세요.,교환|반품|환불_방법_질문,24631,2
665128,c,키보드를 커스텀을 했는데 반품이 가능할까요?,교환|반품|환불_방법_질문,60567,1
665129,s,제품 확인을 먼저 해봐야 할 것 같네요.,교환|반품|환불_방법_질문,60567,2
665130,c,청소기 단순변심으로 인한 환불은 며칠 이내에요?,교환|반품|환불_방법_질문,18938,1
665131,c,단순변심으로 인한 환불은 구매후 7일 이내에 가능합니다.,교환|반품|환불_방법_질문,18938,2
665132,c,1+1 제품 샀는데 1개가 불량입니다. 교환신청했는데 어떻게 처리되고 있나요?,교환|반품|환불_방법_질문,265451,1
665133,s,교환 신청 확인하였으며 별도의 수거 진행은 하지 않고 해당 제품 금일 재발송해드리도록 하겠습니다.,교환|반품|환불_방법_질문,265451,2
665134,c,제가 한진택배로 물건을 가져가라고 전화를 해야 하나요?,교환|반품|환불_방법_질문,233521,1
665135,s,택배사에서 수거하러 방문하실 겁니다. 고객님께서는 기사님 방문하시면 제품만 잘 전해주시면 되십니다.,교환|반품|환불_방법_질문,233521,2
665136,c,믹서기 환불하고 싶은데 가능한가요?,교환|반품|환불_방법_질문,16195,1
665137,c,"네, 믹서기 환불 처리 도와드리겠습니다.",교환|반품|환불_방법_질문,16195,2
665138,c,중고 세탁기도 환불할 수 있나요?,교환|반품|환불_방법_질문,3661,1
665139,c,"네, 구입하신 지 일주일 이내면 환불 가능해요.",교환|반품|환불_방법_질문,3661,2
665140,c,냉장고 배송받았는데 저희집에 들어오질 못해서 반품하려는데 괜찮은가요?,교환|반품|환불_방법_질문,40141,1
665141,c,네. 반품처리 도와드리겠습니다.,교환|반품|환불_방법_질문,40141,2
665142,c,구매 확정으로 넘어간 터라 반품 신청을 하라 하셨눈데 안 되네 여 어떻게 접수해야 하나 여?,교환|반품|환불_방법_질문,85980,1
